Metric,Adam,SGD,RMSprop
mean_absolute_error,42.415181138585396,31.960897067280047,46.40598044853364
mean_squared_error,45.094882116158715,43.990799309948244,44.910868315123636
huber,46.22196664749856,38.68890166762507,45.704427832087404
