player_id,normalized_yellow_card,normalized_red_card,normalized_goal,normalized_assist,normalized_minutes_played,normalized_rating
3354,0.1852,0.0000,0.1111,0.0370,0.6480,0.5382
3356,0.0189,0.0000,0.0000,0.0283,0.6991,0.5355
3357,0.0000,0.0000,0.0000,0.0000,0.7497,0.5438
3366,0.0469,0.0000,0.2188,0.1875,0.5587,0.6223
3391,0.0682,0.0000,0.1364,0.1818,0.3694,0.5450
3395,0.0172,0.0000,0.0000,0.0000,0.7450,0.5394
3397,0.2381,0.0000,0.0476,0.0476,0.3906,0.4517
3404,0.1304,0.0000,0.0000,0.0435,0.7063,0.5174
3405,0.0593,0.0678,0.0000,0.0339,0.6723,0.4955
3406,0.0294,0.0000,0.0588,0.1765,0.4414,0.5350
3411,0.0833,0.0000,0.0000,0.1667,0.2012,0.4495
3413,0.0957,0.0000,0.0851,0.2766,0.6254,0.5898
3417,0.1514,0.0000,0.0070,0.0070,0.7310,0.5136
3428,0.3333,0.0000,0.0000,0.0000,0.3109,0.3873
3441,0.0437,0.0055,0.1093,0.0328,0.7182,0.5773
3447,0.0000,0.0000,0.0000,0.0000,0.7479,0.5434
3455,0.0742,0.0141,0.6926,0.2756,0.6364,0.8367
3458,0.0412,0.0000,0.2118,0.1765,0.5588,0.6184
3461,0.0385,0.0000,0.1538,0.0000,0.5249,0.5528
3466,0.0000,0.0000,0.0000,0.0000,0.7479,0.5434
3467,0.0000,0.0000,0.0400,0.0400,0.4696,0.5113
3473,0.0000,0.0000,0.0000,0.0000,0.7299,0.5398
3476,0.0185,0.0000,0.0000,0.0000,0.7572,0.5416
3480,0.1000,0.0000,0.2000,0.0750,0.6683,0.6033
3495,0.0263,0.0000,0.0000,0.0263,0.7417,0.5422
3507,0.0372,0.0106,0.0000,0.0000,0.7230,0.5265
3515,0.1571,0.0000,0.2286,0.1143,0.7352,0.6249
3525,0.0447,0.0081,0.0163,0.0163,0.6848,0.5282
3530,0.0784,0.0000,0.0196,0.0588,0.5597,0.5093
3531,0.0833,0.0000,0.3333,0.1667,0.4916,0.6435
3534,0.0185,0.0000,0.0000,0.0000,0.7572,0.5416
3535,0.0000,0.0000,0.0000,0.0000,0.1177,0.4157
3539,0.0230,0.0000,0.0000,0.0000,0.7479,0.5388
3540,0.0476,0.0060,0.0179,0.0238,0.6901,0.5317
3547,0.0191,0.0000,0.0510,0.0510,0.6577,0.5523
3548,0.0805,0.0115,0.0690,0.0805,0.5648,0.5296
3560,0.0652,0.0000,0.0000,0.0435,0.3244,0.4532
3562,0.0135,0.0000,0.0000,0.0000,0.6925,0.5295
3564,0.0000,0.0000,0.0000,0.3333,0.7479,0.6110
3569,0.0496,0.0000,0.0534,0.0992,0.4590,0.5166
3573,0.0741,0.0000,0.0741,0.0000,0.6511,0.5388
3575,0.0141,0.0000,0.0000,0.0000,0.7372,0.5384
3580,0.0197,0.0000,0.0132,0.0000,0.6862,0.5323
3583,0.0000,0.0000,0.0000,0.0000,0.7479,0.5434
3589,0.0000,0.0000,0.0000,0.0000,0.5836,0.5101
3597,0.0694,0.0000,0.0000,0.0278,0.5817,0.5013
3613,0.0000,0.0000,0.0000,0.0000,0.0000,0.3918
3614,0.0278,0.0000,0.0000,0.0000,0.5836,0.5045
3620,0.0533,0.0000,0.1066,0.0984,0.5294,0.5515
3630,0.0000,0.0000,0.0000,0.0000,0.7479,0.5434
3634,0.0294,0.0000,0.0000,0.2353,0.7084,0.5772
3640,0.1250,0.0000,0.0000,0.0000,0.6786,0.5040
3666,0.0909,0.0000,0.0000,0.0909,0.5325,0.4998
3682,0.0000,0.0000,0.0000,0.5000,0.7479,0.6448
3692,0.0169,0.0000,0.0000,0.0169,0.7389,0.5416
3698,0.0581,0.0000,0.0000,0.0000,0.6644,0.5147
3707,0.1290,0.0000,0.0000,0.0000,0.7146,0.5105
3713,0.0529,0.0096,0.2981,0.1250,0.5682,0.6386
3719,0.0000,0.0000,0.0000,0.0000,0.6302,0.5196
3730,0.1127,0.0000,0.0704,0.0986,0.5513,0.5293
3753,0.0385,0.0000,0.1282,0.1026,0.4762,0.5533
3755,0.0000,0.0000,0.0000,0.0000,0.7479,0.5434
3762,0.0441,0.0000,0.0882,0.1765,0.6938,0.5951
3771,0.1191,0.0238,0.0238,0.0238,0.6507,0.5044
3775,0.0882,0.0000,0.0000,0.0588,0.6636,0.5204
3783,0.0517,0.0000,0.0690,0.0690,0.3883,0.5020
3785,0.0763,0.0000,0.0339,0.0848,0.6247,0.5339
3788,0.0227,0.0000,0.0000,0.0454,0.4416,0.4859
3791,0.1600,0.0000,0.0400,0.0400,0.6924,0.5241
3807,0.1522,0.0000,0.0000,0.0000,0.6756,0.4979
3816,0.1071,0.0000,0.0000,0.2143,0.5858,0.5323
3817,0.0000,0.0000,0.0000,0.0000,0.6709,0.5278
3824,0.0750,0.0000,0.0500,0.0000,0.6878,0.5363
3825,0.2292,0.0000,0.1250,0.0417,0.6390,0.5340
3838,0.0312,0.0000,0.0000,0.0000,0.7369,0.5349
3851,0.0922,0.0000,0.0680,0.0194,0.6946,0.5454
3869,0.1000,0.0111,0.0556,0.0778,0.7015,0.5475
3875,0.0294,0.0000,0.3655,0.0882,0.5282,0.6590
3876,0.0364,0.0000,0.1454,0.0909,0.3209,0.5269
3878,0.0553,0.0000,0.0221,0.0553,0.6413,0.5308
3881,0.0541,0.0000,0.0191,0.0637,0.6861,0.5406
3890,0.0208,0.0000,0.2500,0.0833,0.6730,0.6423
3900,0.0357,0.0000,0.2143,0.0357,0.5696,0.5942
3901,0.0000,0.0000,0.0000,0.0000,0.1945,0.4313
3913,0.0000,0.0000,0.0000,0.0000,0.0924,0.4106
3914,0.0000,0.0000,0.1000,0.0000,0.2034,0.4736
3924,0.0833,0.0000,0.2857,0.1786,0.5246,0.6333
3926,0.0167,0.0000,0.1667,0.1333,0.5585,0.5963
3942,0.0909,0.0000,0.1136,0.0454,0.3102,0.4916
3947,0.0000,0.0000,0.1000,0.0000,0.2034,0.4736
3950,0.0833,0.0185,0.1667,0.0926,0.6236,0.5802
3966,0.0075,0.0000,0.1492,0.0746,0.3718,0.5413
3975,0.0702,0.0000,0.2281,0.1053,0.5428,0.6015
3978,0.0500,0.0000,0.0000,0.0000,0.3824,0.4592
3979,0.0179,0.0000,0.0000,0.0040,0.7432,0.5397
3989,0.0682,0.0000,0.1818,0.0909,0.5084,0.5732
3995,0.0849,0.0189,0.0189,0.0566,0.5159,0.4907
4010,0.0466,0.0000,0.3679,0.1865,0.6795,0.7071
4015,0.0000,0.0000,0.0000,0.0000,0.1453,0.4213
4018,0.0985,0.0000,0.0227,0.0492,0.7267,0.5384
4042,0.0125,0.0000,0.0000,0.0000,0.7427,0.5399
4055,0.1667,0.0000,0.0476,0.0952,0.6999,0.5385
4058,0.0000,0.0000,0.0000,0.0000,0.7479,0.5434
4063,0.0167,0.0000,0.0933,0.1400,0.6648,0.5894
4070,0.0938,0.0000,0.0156,0.0625,0.7063,0.5350
4072,0.0558,0.0000,0.1968,0.1064,0.4726,0.5777
4075,0.0000,0.0000,0.1000,0.0667,0.2902,0.5047
4086,0.0385,0.0000,0.4615,0.0000,0.5236,0.6773
4094,0.0000,0.0000,0.0000,0.0000,0.2723,0.4470
4095,0.0469,0.0000,0.0000,0.0000,0.7400,0.5323
4111,0.0000,0.0000,0.0000,0.0000,0.6492,0.5234
4112,0.0000,0.0000,0.0000,0.0000,0.1177,0.4157
4115,0.0814,0.0000,0.0465,0.0233,0.4600,0.4922
4133,0.0000,0.0000,0.0000,0.0000,0.3918,0.4713
4158,0.0727,0.0000,0.1454,0.1091,0.6461,0.5892
4188,0.1271,0.0083,0.1500,0.2542,0.5598,0.5885
4192,0.0870,0.0000,0.1739,0.2087,0.5551,0.5996
4205,0.0463,0.0185,0.1296,0.1296,0.4834,0.5517
4208,0.0833,0.0000,0.0000,0.0000,0.3529,0.4465
4216,0.0769,0.0385,0.0769,0.1154,0.4334,0.5031
4217,0.0714,0.0095,0.2000,0.0952,0.4959,0.5744
4219,0.0000,0.0000,0.0000,0.2000,0.5042,0.5346
4233,0.0139,0.0000,0.0000,0.0000,0.7374,0.5385
4241,0.0318,0.0000,0.0318,0.0159,0.6689,0.5371
4248,0.0912,0.0073,0.1825,0.1679,0.5776,0.5955
4251,0.0217,0.0000,0.0000,0.0435,0.6821,0.5345
4257,0.0550,0.0000,0.4354,0.1722,0.6394,0.7218
4267,0.0280,0.0070,0.0000,0.0070,0.7413,0.5350
4276,0.0739,0.0000,0.4718,0.2394,0.6423,0.7469
4277,0.1552,0.0000,0.0345,0.0172,0.6644,0.5125
4310,0.0000,0.0000,0.0000,0.0000,0.6849,0.5307
4311,0.0174,0.0000,0.0000,0.0000,0.7407,0.5384
4314,0.1000,0.0667,0.0667,0.0667,0.5529,0.4972
4315,0.0887,0.0000,0.0806,0.0161,0.5442,0.5201
4316,0.0444,0.0000,0.0444,0.0000,0.7042,0.5436
4317,0.0171,0.0000,0.0629,0.1200,0.7131,0.5827
4321,0.1094,0.0000,0.0833,0.1458,0.5818,0.5509
4323,0.1667,0.0064,0.0769,0.1218,0.7025,0.5537
4327,0.0714,0.0000,0.0714,0.1429,0.5153,0.5397
4334,0.0455,0.0000,0.0000,0.0000,0.7548,0.5356
4337,0.0000,0.0000,0.0000,0.0000,0.4811,0.4894
4338,0.0333,0.0000,0.0000,0.0667,0.6090,0.5220
4344,0.1304,0.0000,0.0435,0.0000,0.5740,0.4994
4351,0.2222,0.0000,0.0000,0.0000,0.6349,0.4755
4357,0.0679,0.0035,0.4216,0.1359,0.5414,0.6849
4359,0.0714,0.0000,0.1429,0.0000,0.3932,0.5150
4360,0.0284,0.0000,0.3608,0.3247,0.5582,0.7114
4361,0.0645,0.0000,0.1290,0.1935,0.6191,0.5958
4371,0.2083,0.0000,0.0000,0.0000,0.6460,0.4805
4377,0.0771,0.0000,0.1449,0.1916,0.6196,0.5994
4380,0.0548,0.0044,0.4825,0.1404,0.5599,0.7165
4383,0.0739,0.0087,0.1391,0.0956,0.3924,0.5287
4384,0.0000,0.0000,0.0000,0.0000,0.4622,0.4855
4391,0.0156,0.0156,0.0000,0.0156,0.7305,0.5336
4403,0.1429,0.0000,0.0476,0.1587,0.5898,0.5339
4408,0.0385,0.0000,0.1538,0.1538,0.3588,0.5503
4410,0.1094,0.0000,0.1562,0.0000,0.7479,0.5846
4415,0.0750,0.0000,0.0000,0.1000,0.6979,0.5384
4424,0.0500,0.0000,0.1000,0.1500,0.3559,0.5248
4425,0.0761,0.0217,0.1304,0.2826,0.7280,0.6253
4429,0.0278,0.0000,0.1111,0.0000,0.3291,0.4980
4451,0.0000,0.0000,0.1200,0.0000,0.3681,0.5151
4452,0.0208,0.0000,0.1528,0.0833,0.6005,0.5882
4456,0.0000,0.0000,0.0667,0.0667,0.3451,0.5023
4471,0.0625,0.0000,0.0000,0.0000,0.2395,0.4277
4487,0.0000,0.0000,0.0000,0.0000,0.7479,0.5434
4489,0.1122,0.0408,0.0000,0.0612,0.6052,0.4876
4513,0.0000,0.0000,0.0000,0.0000,0.7383,0.5415
4517,0.0312,0.0000,0.0000,0.0625,0.6149,0.5228
4519,0.0238,0.0000,0.0000,0.0476,0.5862,0.5155
4520,0.0476,0.0000,0.0476,0.0000,0.5770,0.5185
4531,0.0938,0.0625,0.3125,0.1875,0.4294,0.5992
4533,0.1010,0.0101,0.0606,0.0606,0.3085,0.4666
4538,0.0200,0.0000,0.0000,0.0200,0.7479,0.5434
4563,0.0694,0.0139,0.0139,0.0417,0.6951,0.5271
4570,0.0357,0.0000,0.0714,0.0000,0.2377,0.4617
4573,0.1000,0.0000,0.0000,0.1000,0.5227,0.4978
4582,0.0000,0.0000,0.0000,0.0000,0.7479,0.5434
4592,0.0200,0.0000,0.0400,0.1600,0.5860,0.5552
4605,0.0200,0.0000,0.0000,0.0000,0.7284,0.5354
4607,0.0741,0.0000,0.0247,0.0247,0.5345,0.5002
4624,0.0862,0.0000,0.0000,0.0172,0.5165,0.4825
4634,0.0787,0.0000,0.0079,0.0158,0.6608,0.5162
4638,0.0745,0.0106,0.0638,0.0106,0.6260,0.5273
4669,0.1000,0.0000,0.0000,0.0667,0.7031,0.5276
4672,0.1211,0.0078,0.0625,0.0234,0.6732,0.5307
4673,0.0909,0.0000,0.2485,0.2424,0.6551,0.6561
4676,0.0476,0.0000,0.1429,0.0714,0.5802,0.5722
4678,0.1090,0.0000,0.0128,0.0128,0.7317,0.5259
4687,0.0370,0.0000,0.1852,0.1296,0.5945,0.6062
4691,0.1611,0.0000,0.0444,0.0111,0.5378,0.4885
4698,0.0644,0.0000,0.0379,0.0985,0.5955,0.5348
4740,0.0476,0.0000,0.0238,0.0238,0.6703,0.5325
4742,0.0818,0.0046,0.1091,0.1046,0.5976,0.5600
4746,0.0000,0.0000,0.0000,0.0000,0.3529,0.4634
4750,0.0160,0.0106,0.2447,0.1170,0.5702,0.6228
4763,0.0000,0.0000,0.1000,0.0000,0.3252,0.4983
4793,0.0857,0.0286,0.0286,0.0000,0.7049,0.5173
4796,0.1180,0.0000,0.0562,0.0449,0.6877,0.5392
4811,0.0550,0.0206,0.0309,0.0206,0.7264,0.5363
4829,0.0000,0.0000,0.0000,0.0000,0.5210,0.4974
4873,0.0909,0.0000,0.0454,0.0000,0.7238,0.5386
4902,0.0200,0.0000,0.3067,0.1600,0.6132,0.6689
5017,0.0978,0.0074,0.0369,0.0406,0.7222,0.5386
5023,0.0048,0.0064,0.0000,0.0000,0.7472,0.5397
5072,0.0312,0.0000,0.0000,0.0000,0.7479,0.5371
5169,0.0842,0.0000,0.2632,0.0526,0.5303,0.5996
5245,0.1696,0.0044,0.0573,0.0529,0.7123,0.5340
5278,0.0000,0.0000,0.0000,0.0000,0.7287,0.5395
5281,0.0000,0.0000,0.0000,0.0000,0.3529,0.4634
5283,0.0652,0.0000,0.0000,0.0000,0.6935,0.5192
5285,0.0838,0.0000,0.0524,0.1047,0.6933,0.5578
5286,0.0000,0.0000,0.0000,0.0000,0.7479,0.5434
5293,0.0867,0.0000,0.0510,0.0204,0.7178,0.5446
5299,0.0294,0.0000,0.0588,0.0588,0.2788,0.4782
5300,0.0536,0.0357,0.1071,0.3214,0.7080,0.6186
5303,0.0183,0.0000,0.1416,0.0868,0.3924,0.5427
5308,0.0169,0.0000,0.0000,0.0000,0.7379,0.5380
5309,0.0000,0.0000,0.0000,0.0000,0.7479,0.5434
5315,0.1000,0.0000,0.0000,0.0000,0.6513,0.5036
5336,0.0830,0.0000,0.0258,0.0221,0.6070,0.5130
5338,0.0211,0.0053,0.0000,0.0000,0.7452,0.5365
5339,0.0625,0.0000,0.0357,0.0179,0.6936,0.5379
5345,0.0323,0.0000,0.0000,0.0323,0.3979,0.4725
5348,0.1119,0.0091,0.0228,0.1005,0.5694,0.5105
5352,0.0833,0.0000,0.0000,0.0000,0.6534,0.5074
5357,0.0278,0.0000,0.0000,0.1111,0.2582,0.4611
5376,0.0000,0.0000,0.0833,0.1250,0.3985,0.5317
5399,0.0968,0.0000,0.0645,0.0645,0.5893,0.5309
5404,0.0711,0.0079,0.0712,0.0316,0.6660,0.5445
5406,0.0933,0.0267,0.0533,0.1067,0.5202,0.5108
5418,0.1053,0.0000,0.0526,0.0000,0.7253,0.5389
5422,0.2444,0.0111,0.0778,0.0222,0.7152,0.5188
5430,0.1154,0.0110,0.0000,0.0110,0.6673,0.5015
5431,0.0345,0.0000,0.0345,0.0345,0.3419,0.4751
5438,0.0526,0.0000,0.1053,0.2632,0.3538,0.5489
5439,0.0741,0.0370,0.0741,0.1482,0.5131,0.5259
5444,0.0000,1.0000,0.0000,0.0000,0.1597,0.0187
5451,0.0933,0.0267,0.0533,0.0000,0.6748,0.5205
5452,0.0667,0.0000,0.0667,0.0667,0.7115,0.5631
5457,0.0833,0.0000,0.1136,0.1667,0.5483,0.5659
5461,0.0965,0.0000,0.1754,0.2281,0.6736,0.6262
5470,0.0328,0.0000,0.0000,0.0000,0.7454,0.5363
5474,0.0185,0.0000,0.0370,0.0000,0.5023,0.5049
